lexicon,polarity,origin
لسه_فاكر,-1,EG
لعنه_الله_علي,-1,EG
لف_ودوران,-1,EG
ليهم_عين,-1,EG
مات_الكلام,-1,EG
ما_في_فايده,-1,EG
ما_كنت_مبسوط,-1,EG
محدود_الذكاء,-1,EG
محدوده_الذكاء,-1,EG
محدودي_الذكاء,-1,EG
مختل_عقليا,-1,EG
مخه_صغير,-1,EG
مخيب_للامال,-1,EG
مرض_اجتماعي,-1,EG
مزبله_التاريخ,-1,EG
ما_طايق,-1,EG
ما_طايق_نفسه,-1,EG
ما_طايق_نفسي,-1,EG
ما_عيب_عليك,-1,EG
ما_عيب_عليكم,-1,EG
ما_فاهم_حاجه,-1,EG
ما_كفايه,-1,EG
ما_ناقصاك,-1,EG
ما_ناقصه,-1,EG
معندكش_دم,-1,EG
معندكيش_دم,-1,EG
معندهاش_دم,-1,EG
معندهمش_دم,-1,EG
معندهوش_دم,-1,EG
معندهوما_دم,-1,EG
معندوش_دم,-1,EG
مفيش_فايده,-1,EG
منفاخ_محمي,-1,EG
منك_لله,-1,EG
منكم_لله,-1,EG
منه_لله,-1,EG
منها_لله,-1,EG
منهم_لله,-1,EG
موت_بغيظك,-1,EG
موتوا_بغيظكم,-1,EG
مين_ده,-1,EG
نهار_اسود,-1,EG
نهارك_ما_فايت,-1,EG
نهاركم_اسود,-1,EG
هو_مفيش_غير,-1,EG
هوه_ده_الي_ربنا_قدركم_عليه,-1,EG
ي_ناقصه,-1,EG
ولاد_مره,-1,EG
ولاد_وسخه,-1,EG
يا_خبر_اسود,-1,EG
يا_روح_امك,-1,EG
يا_روح_اومك,-1,EG
يا_روح_امكم,-1,EG
يا_روح_خالتك,-1,EG
يا_روح_طنط,-1,EG
يا_لهوي,-1,EG
يا_نهار_اسود,-1,EG
يا_كش_تولع,-1,EG
يا_كش_يولعوا,-1,EG
يا_ما_تحت_السهاوي_دهاوي,-1,EG
يا_نهر_اسود,-1,EG
يخرب_بيتك,-1,EG
يخرب_بيوتكم,-1,EG
يسقط_يسقط,-1,EG
يضحك_علينا,-1,EG
يضحكوا_علينا,-1,EG
يعني_ايه,-1,EG
يلعن_ابو,-1,EG
يلعن_سلسفيل,-1,EG
يمهل_و_لا_يهمل,-1,EG
انتقام,-1,EG
اباحه,-1,EG
اباحي,-1,EG
اباحيه,-1,EG
اباد,-1,EG
ابالس,-1,EG
ابالسه,-1,EG
ابله,-1,EG
ابوجهل,-1,EG
ابيتم,-1,EG
ابيح,-1,EG
اتالش,-1,EG
اتبهدل,-1,EG
اتبهدلت,-1,EG
اتجنن,-1,EG
اتحاكم,-1,EG
اتحبس,-1,EG
اتحبست,-1,EG
اتحكم,-1,EG
اتحنطر,-1,EG
اتخانق,-1,EG
اتخدعت,-1,EG
اتخمد,-1,EG
اتخنقت,-1,EG
اتدبحت,-1,EG
اتذل,-1,EG
اتربت,-1,EG
اترحل,-1,EG
اترمت,-1,EG
اتسجنت,-1,EG
اتسجنتم,-1,EG
اتسحبت,-1,EG
اتسحل,-1,EG
اتسحلت,-1,EG
اتسرق,-1,EG
اتسرقت,-1,EG
اتسول,-1,EG
اتشتم,-1,EG
اتشطف,-1,EG
اتصدم,-1,EG
اتضربوا,-1,EG
اتظلم,-1,EG
اتعذب,-1,EG
اتعذبت,-1,EG
اتعرت,-1,EG
اتعروا,-1,EG
اتعري,-1,EG
اتعس,-1,EG
اتغلب,-1,EG
اتغمس,-1,EG
اتف,-1,EG
اتفرتك,-1,EG
اتفشخ,-1,EG
اتفقست,-1,EG
اتقتل,-1,EG
اتقتلوا,-1,EG
اتقي,-1,EG
اتكتم,-1,EG
اتكسرت,-1,EG
اتلم,-1,EG
اتلهي,-1,EG
اتنيل,-1,EG
اتهانت,-1,EG
اتهبلت,-1,EG
اتهد,-1,EG
اتهزات,-1,EG
اتهزم,-1,EG
اتهمت,-1,EG
اتهمته,-1,EG
اتهمو,-1,EG
اجبار,-1,EG
اجهاض,-1,EG
اجهض,-1,EG
احا,-1,EG
احباط,-1,EG
احبسو,-1,EG
احبطو,-1,EG
احتجاج,-1,EG
احتجاجيه,-1,EG
احتجاز,-1,EG
احتشاد,-1,EG
احتقر,-1,EG
احتقرك,-1,EG
احتكار,-1,EG
احتل,-1,EG
احتلت,-1,EG
احذر,-1,EG
احراقها,-1,EG
احرمونا,-1,EG
احسنلك,-1,EG
احقر,-1,EG
احلف,-1,EG
احمر,-1,EG
احه,-1,EG
احيه,-1,EG
اختطاف,-1,EG
اختفت,-1,EG
اختلاف,-1,EG
اخرس,-1,EG
اخرسو,-1,EG
اخرص,-1,EG
اخسر,-1,EG
اخسئ,-1,EG
اخشي,-1,EG
اخص,-1,EG
اخطاؤ,-1,EG
اخطاؤه,-1,EG
اخطائ,-1,EG
اخطر,-1,EG
اخن,-1,EG
ادغال,-1,EG
ادمان,-1,EG
اراجوز,-1,EG
ارحم,-1,EG
ارحمنا,-1,EG
ارحمني,-1,EG
ارحمونا,-1,EG
اردح,-1,EG
ارزل,-1,EG
ارعن,-1,EG
ارف,-1,EG
ارفت,-1,EG
ازدراء,-1,EG
ازعاج,-1,EG
ازعر,-1,EG
ازمات,-1,EG
ازمه,-1,EG
استبحس,-1,EG
استبداد,-1,EG
استبعاد,-1,EG
استحل,-1,EG
استحواذ,-1,EG
استخفاف,-1,EG
استرخصوك,-1,EG
استشهد,-1,EG
استظراف,-1,EG
استعباط,-1,EG
استعمار,-1,EG
استغباء,-1,EG
استغفلو,-1,EG
استكراد,-1,EG
استنزاف,-1,EG
استنطاع,-1,EG
استنكر,-1,EG
استهانه,-1,EG
استهبال,-1,EG
استهبل,-1,EG
استهزاء,-1,EG
استهزائك,-1,EG
استيلاء,-1,EG
اسف,-1,EG
اسفاف,-1,EG
اسفخص,-1,EG
اسفي,-1,EG
اسكت,-1,EG
اسيادك,-1,EG
اشاع,-1,EG
اشتباك,-1,EG
اشتعال,-1,EG
اشتغال,-1,EG
اشتم,-1,EG
اشتمك,-1,EG
اشتمو,-1,EG
اشقاء,-1,EG
اشكالكو,-1,EG
اشمازاز,-1,EG
اشمئزاز,-1,EG
اصابه,-1,EG
اصطناع,-1,EG
اصعب,-1,EG
اصفخص,-1,EG
اصمت,-1,EG
اصنام,-1,EG
اصيب,-1,EG
اضراب,-1,EG
اضربو,-1,EG
اضطراب,-1,EG
اضطهاد,-1,EG
اضمحلال,-1,EG
اطاح,-1,EG
اطرشيت,-1,EG
اعاصير,-1,EG
اعتبار,-1,EG
اعتباط,-1,EG
اعتداء,-1,EG
اعترض,-1,EG
اعتصام,-1,EG
اعتصم,-1,EG
اعتصمت,-1,EG
اعتقال,-1,EG
اعتقل,-1,EG
اعدمو,-1,EG
اعذار,-1,EG
اعريك,-1,EG
اعزاز,-1,EG
اعمي,-1,EG
اعور,-1,EG
اعيل,-1,EG
اغباء,-1,EG
اغبيا,-1,EG
اغتال,-1,EG
اغتصب,-1,EG
اغتصبو,-1,EG
اغتيال,-1,EG
اغضب,-1,EG
اغنام,-1,EG
افاك,-1,EG
افتر,-1,EG
افتري,-1,EG
افتعال,-1,EG
افرم,-1,EG
افساد,-1,EG
افسدت,-1,EG
افشل,-1,EG
افلس,-1,EG
اقبح,-1,EG
اقتحام,-1,EG
اقتحم,-1,EG
اقذر,-1,EG
اقهرك,-1,EG
اكاذيب,-1,EG
اكتئاب,-1,EG
اكدب,-1,EG
اكذب,-1,EG
اكذوبه,-1,EG
اكره,-1,EG
اكفر,-1,EG
الافتراء,-1,EG
الاقنعه,-1,EG
الالتزام,-1,EG
الام,-1,EG
الجفاف,-1,EG
الحاد,-1,EG
الحافي,-1,EG
الفران,-1,EG
المخلوع,-1,EG
النصيبه,-1,EG
امثل,-1,EG
امكو,-1,EG
اموت,-1,EG
انانيتك,-1,EG
انبش,-1,EG
انتحار,-1,EG
انتحر,-1,EG
انتحرت,-1,EG
انتش,-1,EG
انتقاد,-1,EG
انتقاض,-1,EG
انتقد,-1,EG
انتن,-1,EG
انتهار,-1,EG
انتهاز,-1,EG
انتهازي,-1,EG
انتهاك,-1,EG
انتهكت,-1,EG
انجاس,-1,EG
انجرحت,-1,EG
انحدار,-1,EG
انحدرت,-1,EG
اندال,-1,EG
اندل,-1,EG
انسحب,-1,EG
انسرق,-1,EG
انشغال,-1,EG
انضرب,-1,EG
انظلم,-1,EG
انفصال,-1,EG
انفصام,-1,EG
انفعل,-1,EG
انفلات,-1,EG
انقاض,-1,EG
انقسام,-1,EG
انقطاع,-1,EG
انقلاب,-1,EG
انكار,-1,EG
انكشفت,-1,EG
انيل,-1,EG
اهاجم,-1,EG
اهانو,-1,EG
اهدارا,-1,EG
اهطل,-1,EG
اهمد,-1,EG
اوباش,-1,EG
اوبئه,-1,EG
اوساخ,-1,EG
اوع,-1,EG
اوعا,-1,EG
اوعوا,-1,EG
اومك,-1,EG
اونطجي,-1,EG
اونطه,-1,EG
اياكم,-1,EG
ايذائ,-1,EG
ايذائه,-1,EG
ايهانه,-1,EG
اغبيه,-1,EG
باحتقرك,-1,EG
بارد,-1,EG
باطل,-1,EG
باظت,-1,EG
باع,-1,EG
باعو,-1,EG
بالعافيه,-1,EG
بانجو,-1,EG
باهظ,-1,EG
بايخ,-1,EG
بايظ,-1,EG
بائد,-1,EG
بتاكلك,-1,EG
بتبجح,-1,EG
بتبلطج,-1,EG
بتبهدل,-1,EG
بتبوظ,-1,EG
بتتبل,-1,EG
بتتحرق,-1,EG
بتترعبو,-1,EG
بتتسحل,-1,EG
بتتشتم,-1,EG
بتتشطر,-1,EG
بتتضرب,-1,EG
بتتظاهر,-1,EG
بتتفقع,-1,EG
بتتكسر,-1,EG
بتتناك,-1,EG
بتتهدم,-1,EG
بتجوع,-1,EG
بتحرض,-1,EG
بتحشش,-1,EG
بتخاف,-1,EG
بتخر,-1,EG
بتخرب,-1,EG
بتخون,-1,EG
بتذل,-1,EG
بتريل,-1,EG
بتزعق,-1,EG
بتستظرف,-1,EG
بتشتم,-1,EG
بتشتمو,-1,EG
بتصرخ,-1,EG
بتضايقك,-1,EG
بتضيع,-1,EG
بتقل,-1,EG
بتكدب,-1,EG
بتموت,-1,EG
بتناضل,-1,EG
بتنجس,-1,EG
بتهاجم,-1,EG
بتهاجمك,-1,EG
بتهتف,-1,EG
بتهرتل,-1,EG
بتهزر,-1,EG
بتهيج,-1,EG
بتوجع,-1,EG
بتولع,-1,EG
بجاحتك,-1,EG
بجاحه,-1,EG
بجح,-1,EG
بجم,-1,EG
بجهل,-1,EG
بحزرك,-1,EG
بخبث,-1,EG
بدمار,-1,EG
بذاء,-1,EG
بذائه,-1,EG
بذمتكو,-1,EG
بذيء,-1,EG
بذيئ,-1,EG
بردع,-1,EG
بردعه,-1,EG
برسيم,-1,EG
برشم,-1,EG
برطوش,-1,EG
برهج,-1,EG
برياله,-1,EG
بزمتك,-1,EG
بسب,-1,EG
بسباب,-1,EG
بسببك,-1,EG
بسكاتك,-1,EG
بسيط,-1,EG
بشتم,-1,EG
بشتيمتك,-1,EG
بضن,-1,EG
بضيع,-1,EG
بطاله,-1,EG
بطش,-1,EG
بطئ,-1,EG
بظرميط,-1,EG
بظلمك,-1,EG
بعزق,-1,EG
بعيب,-1,EG
بعيط,-1,EG
بغال,-1,EG
بغباؤه,-1,EG
بغدر,-1,EG
بغض,-1,EG
بغضا,-1,EG
بغل,-1,EG
بغيظ,-1,EG
بغيظكم,-1,EG
بفتات,-1,EG
بقتلو,-1,EG
بقر,-1,EG
بكرهك,-1,EG
بكي,-1,EG
بلاغ,-1,EG
بلاغات,-1,EG
بلاهه,-1,EG
بلاوي,-1,EG
بلط,-1,EG
بلطج,-1,EG
بلطجه,-1,EG
بلطجي,-1,EG
بلطجيه,-1,EG
بلع,-1,EG
بلهاء,-1,EG
بنتسحل,-1,EG
بنتعر,-1,EG
بنتكلم,-1,EG
بنحرق,-1,EG
بنخاف,-1,EG
بندمر,-1,EG
بنركبك,-1,EG
بنزيف,-1,EG
بنشتم,-1,EG
بنضرب,-1,EG
بنعقد,-1,EG
بنعيد,-1,EG
بنفضح,-1,EG
بنكذب,-1,EG
بنكرهك,-1,EG
بننتقض,-1,EG
بهائم,-1,EG
بهتان,-1,EG
بهدل,-1,EG
بهدلتو,-1,EG
بهدلتوهم,-1,EG
بهدله,-1,EG
بهوس,-1,EG
بهيم,-1,EG
بهيمه,-1,EG
بواختك,-1,EG
بوذ,-1,EG
بوظ,-1,EG
بيتجنن,-1,EG
بيتريق,-1,EG
بيتشتم,-1,EG
بيتشطف,-1,EG
بيتظاهروا,-1,EG
بيتعاط,-1,EG
بيتعصب,-1,EG
بيتعل,-1,EG
بيتقتل,-1,EG
بيتنطط,-1,EG
بيتنك,-1,EG
بيتهبل,-1,EG
بيحبسهم,-1,EG
بيحبط,-1,EG
بيحبطن,-1,EG
بيحتل,-1,EG
بيحذرو,-1,EG
بيحرض,-1,EG
بيحشش,-1,EG
بيخطفو,-1,EG
بيخطئ,-1,EG
بيردوش,-1,EG
بيره,-1,EG
بيزعق,-1,EG
بيستغل,-1,EG
بيستهبل,-1,EG
بيشتم,-1,EG
بيشتمك,-1,EG
بيشتموك,-1,EG
بيشمت,-1,EG
بيضربو,-1,EG
بيطرش,-1,EG
بيظبط,-1,EG
بيعيط,-1,EG
بيغظ,-1,EG
بيغلط,-1,EG
بيفرق,-1,EG
بيقبض,-1,EG
بيقبضو,-1,EG
بيقبضوك,-1,EG
بيكابر,-1,EG
بيكاك,-1,EG
بيكدب,-1,EG
بيكذب,-1,EG
بيلطش,-1,EG
بيموتو,-1,EG
بيموتوا,-1,EG
بيناضل,-1,EG
بينتحل,-1,EG
بينداس,-1,EG
بيهجص,-1,EG
بيهدد,-1,EG
بيهرب,-1,EG
بيهرتل,-1,EG
بيهزر,-1,EG
بيهش,-1,EG
بيهفلت,-1,EG
بيهلفط,-1,EG
بيهيج,-1,EG
تافه,-1,EG
تافهه,-1,EG
تاكلك,-1,EG
تايه,-1,EG
تايهه,-1,EG
تباطؤ,-1,EG
تبجح,-1,EG
تبذ,-1,EG
تبضن,-1,EG
تبطل,-1,EG
تبك,-1,EG
تبيح,-1,EG
تتبعزق,-1,EG
تتجاهل,-1,EG
تتحبس,-1,EG
تتحبسوا,-1,EG
تتحرق,-1,EG
تتحسر,-1,EG
تتحشر,-1,EG
تتخاذل,-1,EG
تتخاصم,-1,EG
تتخرس,-1,EG
تتخزوق,-1,EG
تتخض,-1,EG
تتخطف,-1,EG
تتخلي,-1,EG
تتراجع,-1,EG
تترب,-1,EG
تتربي,-1,EG
تترحم,-1,EG
تتردد,-1,EG
تتريق,-1,EG
تتسجن,-1,EG
تتسحل,-1,EG
تتسلح,-1,EG
تتسول,-1,EG
تتشتم,-1,EG
تتشرد,-1,EG
تتشل,-1,EG
تتشلح,-1,EG
تتشملل,-1,EG
تتصاب,-1,EG
تتطاول,-1,EG
تتظاهر,-1,EG
تتظاهرون,-1,EG
تتظلم,-1,EG
تتعارض,-1,EG
تتعاطوها,-1,EG
تتعدم,-1,EG
تتعذب,-1,EG
تتعر,-1,EG
تتعرض,-1,EG
تتعظوا,-1,EG
تتعقب,-1,EG
تتفرس,-1,EG
تتفنن,-1,EG
تتقاعدوا,-1,EG
تتقبض,-1,EG
تتقتلو,-1,EG
تتقمص,-1,EG
تتكتم,-1,EG
تتكسف,-1,EG
تتلسع,-1,EG
تتلم,-1,EG
تتمسح,-1,EG
تتمم,-1,EG
تتناك,-1,EG
تتنح,-1,EG
تتنفخ,-1,EG
تتنكر,-1,EG
تتنيل,-1,EG
تتهان,-1,EG
تتهد,-1,EG
تتهدد,-1,EG
تتهم,-1,EG
تتهومنا,-1,EG
تتواطا,-1,EG
تتوب,-1,EG
تتورطوا,-1,EG
تتوكس,-1,EG
تجادل,-1,EG
تجاهل,-1,EG
تجبر,-1,EG
تجرح,-1,EG
تجرعت,-1,EG
تجرو,-1,EG
تجريح,-1,EG
تجريم,-1,EG
تجسس,-1,EG
تجوع,-1,EG
تجويع,-1,EG
تحاسب,-1,EG
تحاصر,-1,EG
تحاكمك,-1,EG
تحبس,-1,EG
تحبط,-1,EG
تحتقر,-1,EG
تحذر,-1,EG
تحذير,-1,EG
تحرق,-1,EG
تحرم,-1,EG
تحرمنا,-1,EG
تحرمو,-1,EG
تحريض,-1,EG
تحريضك,-1,EG
تحسس,-1,EG
تحسسو,-1,EG
تحشر,-1,EG
تحشيش,-1,EG
تحطم,-1,EG
تحقتر,-1,EG
تحقير,-1,EG
تحك,-1,EG
تحملتم,-1,EG
تخاذل,-1,EG
تخاريف,-1,EG
تخازل,-1,EG
تخب,-1,EG
تخبط,-1,EG
تخترق,-1,EG
تختلفي,-1,EG
تخجل,-1,EG
تخدر,-1,EG
تخدع,-1,EG
تخدك,-1,EG
تخذلكم,-1,EG
تخرب,-1,EG
تخرس,-1,EG
تخرص,-1,EG
تخريف,-1,EG
تخز,-1,EG
تخش,-1,EG
تخشي,-1,EG
تخض,-1,EG
تخطء,-1,EG
تخطيء,-1,EG
تخطئ,-1,EG
تخلص,-1,EG
تخلصكم,-1,EG
تخوف,-1,EG
تخون,-1,EG
تخونو,-1,EG
تخويف,-1,EG
تخوين,-1,EG
تخيف,-1,EG
تخين,-1,EG
تدافع,-1,EG
تدبحو,-1,EG
تدعمه,-1,EG
تدعي,-1,EG
تدلس,-1,EG
تدليس,-1,EG
تدهور,-1,EG
تذبح,-1,EG
تراجع,-1,EG
تراشق,-1,EG
تراق,-1,EG
ترامادول,-1,EG
تربوك,-1,EG
تربيك,-1,EG
تربيه,-1,EG
ترتجف,-1,EG
ترحل,-1,EG
ترعب,-1,EG
تركب,-1,EG
تركبك,-1,EG
تركع,-1,EG
تركيع,-1,EG
ترمادول,-1,EG
ترموك,-1,EG
ترن,-1,EG
ترهيب,-1,EG
تريقه,-1,EG
تزرط,-1,EG
تزعل,-1,EG
تزعلك,-1,EG
تزعلو,-1,EG
تزلزل,-1,EG
تزهق,-1,EG
تزوغ,-1,EG
تزوير,-1,EG
تزيح,-1,EG
تزيط,-1,EG
تزيف,-1,EG
تسب,-1,EG
تستاهلوا,-1,EG
تستبيحو,-1,EG
تستجعل,-1,EG
تستخف,-1,EG
تستدرج,-1,EG
تستسلم,-1,EG
تستغيث,-1,EG
تستلم,-1,EG
تستنجد,-1,EG
تستنزف,-1,EG
تستنكرون,-1,EG
تستهبلوش,-1,EG
تستهزء,-1,EG
تسجن,-1,EG
تسجنو,-1,EG
تسخن,-1,EG
تسرق,-1,EG
تسرقو,-1,EG
تسريب,-1,EG
تسفك,-1,EG
تسفل,-1,EG
تسقط,-1,EG
تسقطو,-1,EG
تسكت,-1,EG
تسليح,-1,EG
تسليط,-1,EG
تسول,-1,EG
تسويس,-1,EG
تسيئ,-1,EG
تشتت,-1,EG
تشتم,-1,EG
تشتمو,-1,EG
تشتموك,-1,EG
تشتيت,-1,EG
تشجب,-1,EG
تشخير,-1,EG
تشد,-1,EG
تشدد,-1,EG
تشرذم,-1,EG
تشعل,-1,EG
تشل,-1,EG
تشوه,-1,EG
تشوهو,-1,EG
تشويهه,-1,EG
تشيع,-1,EG
تشيل,-1,EG
تصاب,-1,EG
تصبر,-1,EG
تصبرك,-1,EG
تصتدم,-1,EG
تصرخ,-1,EG
تصفيه,-1,EG
تصمت,-1,EG
تضرب,-1,EG
تضربك,-1,EG
تضطر,-1,EG
تضعف,-1,EG
تضللو,-1,EG
تضيع,-1,EG
تطاول,-1,EG
تطبيل,-1,EG
تطرف,-1,EG
تطع,-1,EG
تطعن,-1,EG
تطغ,-1,EG
تطغي,-1,EG
تطهر,-1,EG
تظاهر,-1,EG
تظلم,-1,EG
تعاقب,-1,EG
تعاقبه,-1,EG
تعبان,-1,EG
تعتدوا,-1,EG
تعترف,-1,EG
تعتفر,-1,EG
تعتقل,-1,EG
تعتقلع,-1,EG
تعتقلو,-1,EG
تعتيم,-1,EG
تعجيز,-1,EG
تعدم,-1,EG
تعديا,-1,EG
تعذب,-1,EG
تعذبو,-1,EG
تعذيب,-1,EG
تعر,-1,EG
تعرص,-1,EG
تعري,-1,EG
تعريس,-1,EG
تعريص,-1,EG
تعريك,-1,EG
تعريه,-1,EG
تعزل,-1,EG
تعزلوا,-1,EG
تعسر,-1,EG
تعسف,-1,EG
تعصب,-1,EG
تعصي,-1,EG
تعط,-1,EG
تعطيل,-1,EG
تعل,-1,EG
تعور,-1,EG
تعورو,-1,EG
تعورين,-1,EG
تعويض,-1,EG
تعيط,-1,EG
تغتصب,-1,EG
تغرق,-1,EG
تغش,-1,EG
تغصبن,-1,EG
تغضب,-1,EG
تغلط,-1,EG
تغللط,-1,EG
تغور,-1,EG
تغيب,-1,EG
تف,-1,EG
تفاهه,-1,EG
تفتت,-1,EG
تفتر,-1,EG
تفتن,-1,EG
تفتي,-1,EG
تفتيت,-1,EG
تفتيش,-1,EG
تفجير,-1,EG
تفر,-1,EG
تفرس,-1,EG
تفرفر,-1,EG
تفرقه,-1,EG
تفريق,-1,EG
تفز,-1,EG
تفسد,-1,EG
تفشخ,-1,EG
تفشخك,-1,EG
تفشل,-1,EG
تفضحك,-1,EG
تفلس,-1,EG
تفوقوا,-1,EG
تقاضي,-1,EG
تقاعس,-1,EG
تقاعص,-1,EG
تقاوم,-1,EG
تقبض,-1,EG
تقتحم,-1,EG
تقتص,-1,EG
تقتل,-1,EG
تقتلك,-1,EG
تقتلو,-1,EG
تقرصيهم,-1,EG
تقرف,-1,EG
تقريص,-1,EG
تقصر,-1,EG
تقضي,-1,EG
تقع,-1,EG
تقل,-1,EG
تقلعوك,-1,EG
تقليل,-1,EG
تقيل,-1,EG
تكتم,-1,EG
تكدب,-1,EG
تكذب,-1,EG
تكذبو,-1,EG
تكذبوا,-1,EG
تكذيب,-1,EG
تكر,-1,EG
تكره,-1,EG
تكرهك,-1,EG
تكسر,-1,EG
تكسرو,-1,EG
تكسف,-1,EG
تكسير,-1,EG
تكشف,-1,EG
تكفر,-1,EG
تكلك,-1,EG
تكميم,-1,EG
تلجا,-1,EG
تلجمك,-1,EG
تلديس,-1,EG
تلزقو,-1,EG
تلطش,-1,EG
تلعن,-1,EG
تلعنك,-1,EG
تلفيق,-1,EG
تلقن,-1,EG
تلم,-1,EG
تلميح,-1,EG
تليف,-1,EG
تماطل,-1,EG
تمثيل,-1,EG
تمرد,-1,EG
تمسخرك,-1,EG
تمكر,-1,EG
تمهل,-1,EG
تمويه,-1,EG
تنافق,-1,EG
تناقض,-1,EG
تنتحر,-1,EG
تنتحل,-1,EG
تنتقد,-1,EG
تنتقم,-1,EG
تنتن,-1,EG
تنتنيل,-1,EG
تنتهي,-1,EG
تنح,-1,EG
تنحني,-1,EG
تنخرس,-1,EG
تندد,-1,EG
تنديد,-1,EG
تنرفز,-1,EG
تنرفزن,-1,EG
تنزع,-1,EG
تنس,-1,EG
تنسا,-1,EG
تنسحب,-1,EG
تنسو,-1,EG
تنضرب,-1,EG
تنفخ,-1,EG
تنفضح,-1,EG
تنقط,-1,EG
تنكر,-1,EG
تنكران,-1,EG
تنكرها,-1,EG
تنهبو,-1,EG
تنهزم,-1,EG
تنهش,-1,EG
تنور,-1,EG
تنيكك,-1,EG
تنين,-1,EG
تهاجم,-1,EG
تهان,-1,EG
تهب,-1,EG
تهتك,-1,EG
تهد,-1,EG
تهدر,-1,EG
تهرب,-1,EG
تهرتل,-1,EG
تهريب,-1,EG
تهريج,-1,EG
تهزء,-1,EG
تهزيء,-1,EG
تهزيق,-1,EG
تهزئ,-1,EG
تهش,-1,EG
تهكم,-1,EG
تهمل,-1,EG
تهمه,-1,EG
تهميش,-1,EG
تهور,-1,EG
تهيج,-1,EG
تهين,-1,EG
تهيس,-1,EG
تهيص,-1,EG
تواطء,-1,EG
تواطؤ,-1,EG
توتر,-1,EG
تورط,-1,EG
توري,-1,EG
توريط,-1,EG
تولع,-1,EG
تولعو,-1,EG
تولول,-1,EG
توليع,-1,EG
تؤجل,-1,EG
تؤسفن,-1,EG
ثعلب,-1,EG
جازم,-1,EG
جاسوس,-1,EG
جاموس,-1,EG
جايف,-1,EG
جائر,-1,EG
جبابر,-1,EG
جبار,-1,EG
جبر,-1,EG
جبروت,-1,EG
جبن,-1,EG
جبنك,-1,EG
جثث,-1,EG
جثمان,-1,EG
جثه,-1,EG
جحش,-1,EG
جحود,-1,EG
جدل,-1,EG
جذم,-1,EG
جراح,-1,EG
جربوع,-1,EG
جرح,-1,EG
جرف,-1,EG
جريمه,-1,EG
جزم,-1,EG
جزمه,-1,EG
جعان,-1,EG
جفاء,-1,EG
جلاد,-1,EG
جلط,-1,EG
جلطه,-1,EG
جمود,-1,EG
جموس,-1,EG
جنايه,-1,EG
جنائي,-1,EG
جنحه,-1,EG
جنس,-1,EG
جنن,-1,EG
جننتو,-1,EG
جننو,-1,EG
جهال,-1,EG
جهنم,-1,EG
جهيل,-1,EG
جواسيس,-1,EG
جيص,-1,EG
حابس,-1,EG
حارب,-1,EG
حازق,-1,EG
حاسب,-1,EG
حاصر,-1,EG
حانتحر,-1,EG
حائر,-1,EG
حبس,-1,EG
حبسجي,-1,EG
حبط,-1,EG
حبيس,-1,EG
حتتفشخ,-1,EG
حتضيع,-1,EG
حتعتقلو,-1,EG
حثال,-1,EG
حجه,-1,EG
حدق,-1,EG
حذاء,-1,EG
حذاري,-1,EG
حراسه,-1,EG
حرامي,-1,EG
حربا,-1,EG
حرج,-1,EG
حرض,-1,EG
حرف,-1,EG
حرق,-1,EG
حرم,-1,EG
حريق,-1,EG
حزر,-1,EG
حزمه,-1,EG
حزومبل,-1,EG
حسره,-1,EG
حسس,-1,EG
حش,-1,EG
حشاش,-1,EG
حشر,-1,EG
حشره,-1,EG
حشش,-1,EG
حشيش,-1,EG
حشيشه,-1,EG
حصار,-1,EG
حطم,-1,EG
حظر,-1,EG
حقاره,-1,EG
حقدك,-1,EG
حقر,-1,EG
حقود,-1,EG
حقودي,-1,EG
حلف,-1,EG
حماقتك,-1,EG
حمرا,-1,EG
حنخلص,-1,EG
حنضيع,-1,EG
حنموت,-1,EG
حوست,-1,EG
حيتخلع,-1,EG
حيدمر,-1,EG
حيضيع,-1,EG
حيموت,-1,EG
حيوان,-1,EG
خاب,-1,EG
خابور,-1,EG
خادع,-1,EG
خارب,-1,EG
خازوق,-1,EG
خاسر,-1,EG
خاصم,-1,EG
خاطف,-1,EG
خاطئ,-1,EG
خاف,-1,EG
خالف,-1,EG
خان,-1,EG
خانو,-1,EG
خايب,-1,EG
خائب,-1,EG
خائف,-1,EG
خائنو,-1,EG
خبتكو,-1,EG
خبث,-1,EG
خبط,-1,EG
خبطت,-1,EG
خبيت,-1,EG
خداع,-1,EG
خدر,-1,EG
خدع,-1,EG
خرار,-1,EG
خراشي,-1,EG
خراف,-1,EG
خرافه,-1,EG
خرب,-1,EG
خربتو,-1,EG
خربو,-1,EG
خربوا,-1,EG
خرس,-1,EG
خرسان,-1,EG
خرست,-1,EG
خرص,-1,EG
خرطوش,-1,EG
خره,-1,EG
خريس,-1,EG
خزعبل,-1,EG
خزعبلي,-1,EG
خزوق,-1,EG
خزي,-1,EG
خسارتك,-1,EG
خساسه,-1,EG
خسرتك,-1,EG
خسرناك,-1,EG
خسه,-1,EG
خسيس,-1,EG
خسئت,-1,EG
خسئتم,-1,EG
خش,-1,EG
خصارتك,-1,EG
خصومهم,-1,EG
خطء,-1,EG
خطف,-1,EG
خطوره,-1,EG
خطير,-1,EG
خطيرا,-1,EG
خطئ,-1,EG
خف,-1,EG
خفه,-1,EG
خلص,-1,EG
خلصو,-1,EG
خلع,-1,EG
خلل,-1,EG
خمورج,-1,EG
خنازير,-1,EG
خناق,-1,EG
خنق,-1,EG
خنوع,-1,EG
خوازيق,-1,EG
